0	1621187
1	1621187
2	1621187
3	1621187
4	1621187
5	1621187
6	1621187
7	1621187
8	1621187
9	1621187
10	1621187
11	1621187
12	1621187
13	1621187
14	1621187
15	1621187
16	1621187
17	1621187
18	1621187
19	1621187
20	1621187
21	1621187
22	1621187
23	1621187
24	1621187
25	1621187
26	1621187
27	1621187
28	1621187
29	1621187
30	1621187
31	1621187
32	1621187
33	1621187
34	1621187
35	1621187
36	1621187
37	1621187
38	1621187
39	1621187
40	1621187
41	1621187
42	1621187
43	1621187
44	1621187
45	1621187
46	1621187
47	1621187
48	1621187
49	1621187
50	1621187
51	1621187
52	1621187
53	1621187
54	1621187
55	1621187
56	1621187
57	1621187
58	1621187
59	1621187
60	1621187
61	1621187
62	1621187
63	1621187
64	1621187
65	1621187
66	1621187
67	1621187
68	1621187
69	1621187
70	1621187
71	1621187
72	1621187
73	1621187
74	1621187
75	1621187
76	1621187
77	1621187
78	1621187
79	1621187
80	1621187
81	1621187
82	1621187
83	1621187
84	1621187
85	1488671
86	1488671
87	1488671
88	1488671
89	1488671
90	1488671
91	1488671
92	1488671
93	1488671
94	1488671
95	1488671
96	1488671
97	1488671
98	1488671
99	1488671
100	1488671
101	1488671
102	1488671
103	1488671
104	1488671
105	1488671
106	1488671
107	1488671
108	1488671
109	1488671
110	1488671
111	1488671
112	1488671
113	1488671
114	1488671
115	1488671
116	1488671
117	1488671
118	1488671
119	1488671
120	1488671
121	1488671
122	1488671
123	1488671
124	1488671
125	1488671
126	1488671
127	1488671
128	1488671
129	1488671
130	1488671
131	1488671
132	1488671
133	1488671
134	1488671
135	1488671
136	1488671
137	1488671
138	1488671
139	1488671
140	1488671
141	1488671
142	1488671
143	1488671
144	1488671
145	1488671
146	1488671
147	1488671
148	1488671
149	1488671
150	1488671
151	1488671
152	1488671
153	1488671
154	1488671
155	1488671
156	1488671
157	1488671
158	1488671
159	1488671
160	1488671
161	1488671
162	1488671
163	1488671
164	1464791
165	1464791
166	1464791
167	1464791
168	1464791
169	1464791
170	1464791
171	1464791
172	1464791
173	1464791
174	1464791
175	1464791
176	1464791
177	1464791
178	1464791
179	1464791
180	1464791
181	1464791
182	1464791
183	1464791
184	1464791
185	1464791
186	1464791
187	1464791
188	1464791
189	1464791
190	1464791
191	1464791
192	1464791
193	1464791
194	1464791
195	1464791
196	1464791
197	1464791
198	1464791
199	1464791
200	1464791
201	1464791
202	1464791
203	1464791
204	1464791
205	1464791
206	1464791
207	1464791
208	1464791
209	1464791
210	1464791
211	1464791
212	1464791
213	1464791
214	1464791
215	1464791
216	1464791
217	1464791
218	1464791
219	1464791
220	1464791
221	1464791
222	1464791
223	1464791
224	1464791
225	1464791
226	1464791
227	1464791
228	1464791
229	1464791
230	1464791
231	1464791
232	1464791
233	1464791
234	1464791
235	1464791
236	1464791
237	1461608
238	1461608
239	1461608
240	1461608
241	1461608
242	1461608
243	1461608
244	1461608
245	1461608
246	1461608
247	1461608
248	1461608
249	1461608
250	1461608
251	1461608
252	1461608
253	1461608
254	1461608
255	1461608
256	1461608
257	1461608
258	1461608
259	1461608
260	1461608
261	1461608
262	1461608
263	1461608
264	1461608
265	1461608
266	1461608
267	1461608
268	1461608
269	1461608
270	1461608
271	1461608
272	1461608
273	1461608
274	1461608
275	1461608
276	1461608
277	1461608
278	1461608
279	1461608
280	1461608
281	1461608
282	1461608
283	1461608
284	1461608
285	1461608
286	1461608
287	1461608
288	1461608
289	1439656
290	1439656
291	1439656
292	1439656
293	1439656
294	1439656
295	1439656
296	1439656
297	1439656
298	1439656
299	1439656
300	1439656
301	1439656
302	1439656
303	1439656
304	1439656
305	1439656
306	1439656
307	1439656
308	1439656
309	1439656
310	1439656
311	1439656
312	1439656
313	1439656
314	1439656
315	1439656
316	1439656
317	1439656
318	1439656
319	1439656
320	1439656
321	1439656
322	1439656
323	1439656
324	1439656
325	1439656
326	1439656
327	1439656
328	1439656
329	1439656
330	1439656
331	1439656
332	1439656
333	1439656
334	1439656
335	1439656
336	1457483
337	1457483
338	1457483
339	1457483
340	1457483
341	1457483
342	1457483
343	1457483
344	1457483
345	1457483
346	1457483
347	1457483
348	1457483
349	1457483
350	1457483
351	1457483
352	1457483
353	1457483
354	1457483
355	1457483
356	1457483
357	1457483
358	1457483
359	1457483
360	1457483
361	1457483
362	1457483
363	1457483
364	1457483
365	1457483
366	1457483
367	1457483
368	1457483
369	1457483
370	1457483
371	1457483
372	1457483
373	1457483
374	1457483
375	1457483
376	1457483
377	1457483
378	1457483
379	1457483
380	1457483
381	1457483
382	1457483
383	1409337
384	1409337
385	1409337
386	1409337
387	1409337
388	1409337
389	1409337
390	1409337
391	1409337
392	1409337
393	1409337
394	1409337
395	1409337
396	1409337
397	1409337
398	1409337
399	1409337
400	1409337
401	1409337
402	1409337
403	1409337
404	1409337
405	1409337
406	1409337
407	1409337
408	1409337
409	1409337
410	1409337
411	1409337
412	1409337
413	1409337
414	1409337
415	1409337
416	1409337
417	1409337
418	1409337
419	1409337
420	1409337
421	1409337
422	1409337
423	1409337
424	1409337
425	1409337
426	1409337
427	1409337
428	1454249
429	1454249
430	1454249
431	1454249
432	1454249
433	1454249
434	1454249
435	1454249
436	1454249
437	1454249
438	1454249
439	1454249
440	1454249
441	1454249
442	1454249
443	1454249
444	1454249
445	1454249
446	1454249
447	1454249
448	1454249
449	1454249
450	1454249
451	1454249
452	1454249
453	1454249
454	1454249
455	1454249
456	1454249
457	1454249
458	1454249
459	1454249
460	1454249
461	1454249
462	1454249
463	1454249
464	1454249
465	1454249
466	1454249
467	1454249
468	1454249
469	1454249
470	1454249
471	1454249
472	1454249
473	1350880
474	1350880
475	1350880
476	1350880
477	1350880
478	1350880
479	1350880
480	1350880
481	1350880
482	1350880
483	1350880
484	1350880
485	1350880
486	1350880
487	1350880
488	1350880
489	1350880
490	1350880
491	1350880
492	1350880
493	1350880
494	1350880
495	1350880
496	1350880
497	1350880
498	1350880
499	1350880
500	1350880
501	1350880
502	1350880
503	1350880
504	1350880
505	1350880
506	1350880
507	1350880
508	1350880
509	1350880
510	1350880
511	1350880
512	1350880
513	1350880
514	1350880
515	1350880
516	1581700
517	1581700
518	1581700
519	1581700
520	1581700
521	1581700
522	1581700
523	1581700
524	1581700
525	1581700
526	1581700
527	1581700
528	1581700
529	1581700
530	1581700
531	1581700
532	1581700
533	1581700
534	1581700
535	1581700
536	1581700
537	1581700
538	1581700
539	1581700
540	1581700
541	1581700
542	1581700
543	1581700
544	1581700
545	1581700
546	1581700
547	1581700
548	1581700
549	1581700
550	1581700
551	1581700
552	1581700
553	1581700
554	1568845
555	1568845
556	1568845
557	1568845
558	1568845
559	1568845
560	1568845
561	1568845
562	1568845
563	1568845
564	1568845
565	1568845
566	1568845
567	1568845
568	1568845
569	1568845
570	1568845
571	1568845
572	1568845
573	1568845
574	1568845
575	1568845
576	1568845
577	1568845
578	1568845
579	1568845
580	1568845
581	1568845
582	1568845
583	1568845
584	1568845
585	1568845
586	1568845
587	1568845
588	1568845
589	1619238
590	1619238
591	1619238
592	1619238
593	1619238
594	1619238
595	1619238
596	1619238
597	1619238
598	1619238
599	1619238
600	1619238
601	1619238
602	1619238
603	1619238
604	1619238
605	1619238
606	1619238
607	1619238
608	1619238
609	1619238
610	1619238
611	1619238
612	1619238
613	1619238
614	1619238
615	1619238
616	1619238
617	1619238
618	1619238
619	1619238
620	1619238
621	1619238
622	1466546
623	1466546
624	1466546
625	1466546
626	1466546
627	1466546
628	1466546
629	1466546
630	1466546
631	1466546
632	1466546
633	1466546
634	1466546
635	1466546
636	1466546
637	1466546
638	1466546
639	1466546
640	1466546
641	1466546
642	1466546
643	1466546
644	1466546
645	1466546
646	1466546
647	1466546
648	1466546
649	1466546
650	1553947
651	1553947
652	1553947
653	1553947
654	1553947
655	1553947
656	1553947
657	1553947
658	1553947
659	1553947
660	1553947
661	1553947
662	1553947
663	1553947
664	1553947
665	1553947
666	1553947
667	1553947
668	1553947
669	1553947
670	1553947
671	1553947
672	1553947
673	1553947
674	1553947
675	1553947
676	1553947
677	1553947
678	1465323
679	1465323
680	1465323
681	1465323
682	1465323
683	1465323
684	1465323
685	1465323
686	1465323
687	1465323
688	1465323
689	1465323
690	1465323
691	1465323
692	1465323
693	1465323
694	1465323
695	1465323
696	1465323
697	1465323
698	1465323
699	1565750
700	1565750
701	1565750
702	1565750
703	1565750
704	1565750
705	1565750
706	1565750
707	1565750
708	1565750
709	1565750
710	1565750
711	1565750
712	1565750
713	1565750
714	1565750
715	1565750
716	1565750
717	1565750
718	1565750
719	1565750
720	1627198
721	1627198
722	1627198
723	1627198
724	1627198
725	1627198
726	1627198
727	1627198
728	1627198
729	1627198
730	1627198
731	1627198
732	1627198
733	1627198
734	1627198
735	1627198
736	1627198
737	1627198
738	1627198
739	1627198
740	1627198
