400	0
406	0
415	0
426	0
426	0
426	0
421	0
421	0
398	0
416	X
447	X
527	X
621	X
632	X
638	X
625	X
649	X
667	X
664	X
657	X
660	X
637	X
644	X
756	X
13	X
15	X
7	X
3	X
5	X
6	X
878	X
18	X
20	X
24	X
8	X
16	X
11	X
19	X
113	X
147	X
869	X
88	X
187	X
873	X
192	X
191	X
154	X
168	X
173	X
165	X
170	X
937	X
1022	X
926	X
877	X
266	X
251	X
246	X
254	X
263	X
267	X
994	X
315	X
327	X
346	X
988	X
919	X
913	X
880	X
882	X
903	X
906	X
1185	X
1586	X
580	X
-1	X
601	X
626	X
698	X
679	X
682	X
706	X
669	X
1121	X
728	X
1127	X
746	X
747	X
750	X
603	X
458	1
450	1
456	1
441	1
453	1
463	1
459	1
444	1
439	1
462	1
454	1
446	1
451	1
455	1
452	1
445	1
460	1
449	1
448	1
492	2
488	2
469	2
496	2
499	2
493	2
498	2
466	2
465	2
490	2
478	2
485	2
526	3
535	3
540	3
543	3
577	4
574	4
607	4
582	4
592	4
597	4
654	4
666	5
661	5
624	5
648	5
656	5
662	5
627	5
631	5
641	5
665	5
605	5
622	5
674	5
726	7
745	7
1126	7
730	7
733	7
741	7
749	7
736	7
738	7
1125	7
1123	7
723	7
731	7
731	7
774	8
778	8
779	8
783	8
771	8
780	8
784	8
766	8
786	8
790	8
792	8
795	8
794	8
793	8
1108	8
791	8
1109	8
765	8
763	8
777	8
796	8
762	8
775	8
1102	8
782	8
754	8
800	8
808	8
1102	8
1093	8
1094	8
812	8
12	9
14	9
17	9
22	9
4	9
9	9
28	9
1060	9
50	9
35	10
56	10
1055	10
76	10
87	10
29	10
72	10
45	10
43	10
41	10
42	10
52	10
57	10
51	10
31	10
1055	10
68	10
46	10
1055	10
1053	12
63	12
48	12
69	12
99	12
92	12
101	12
104	12
84	12
82	12
1050	12
100	12
102	12
67	12
74	12
105	12
62	12
75	12
70	12
857	12
71	12
67	12
75	12
62	12
858	12
60	12
115	12
138	12
142	12
95	12
1045	12
871	12
112	12
93	13
107	13
98	13
89	13
111	13
126	13
83	13
120	13
91	13
130	13
1040	13
132	13
94	13
1043	13
190	13
77	13
140	13
1028	16
176	16
185	16
184	16
205	16
194	16
180	16
177	16
196	16
197	16
181	16
195	16
181	16
207	16
258	20
264	20
256	20
257	20
261	20
1011	20
938	19
931	19
886	19
939	19
940	19
925	19
927	19
935	19
936	19
884	19
887	19
890	19
924	19
929	19
932	19
892	19
888	19
891	19
934	19
889	19
210	17
208	17
1021	17
1030	17
212	17
221	17
833	17
212	17
221	17
235	17
1021	17
240	17
247	18
250	18
252	18
219	18
231	18
232	18
223	18
268	21
269	21
276	21
282	21
271	21
277	21
279	21
289	21
273	21
270	21
1008	21
853	21
272	21
287	21
286	21
1009	21
278	21
281	22
306	22
317	22
316	22
305	22
359	22
308	22
309	22
304	22
313	22
845	22
275	24
347	24
350	24
360	24
389	24
357	24
342	24
349	24
331	24
983	24
351	24
307	25
984	25
378	25
921	25
379	25
382	25
386	25
388	25
374	25
387	25
982	25
373	25
372	25
377	25
989	23
344	23
336	23
992	23
335	23
990	23
991	23
340	23
991	23
340	23
396	23
992	23
336	23
383	26
1124	26
355	26
367	26
362	26
354	26
363	26
916	27
904	27
905	27
883	27
912	27
915	27
917	27
918	27
920	27
953	27
914	27
911	27
1184	28
1174	28
1171	28
1156	28
1180	28
1162	28
1168	28
1203	28
1196	28
1219	28
1237	29
1247	29
1226	29
1248	29
1246	29
1244	29
1216	29
1260	29
1292	30
1293	30
1300	30
1306	30
1278	30
1294	30
1308	30
1606	32
1597	32
1603	32
1640	32
1594	32
1618	32
1601	32
1525	32
1591	32
1599	32
1615	32
1617	32
1623	32
1627	32
1630	32
1672	32
1629	32
1507	32
1202	32
1614	32
1596	32
1608	32
1632	32
1598	32
1607	32
1671	32
1506	32
1589	32
1515	32
1514	32
1595	32
1505	32
1605	32
1588	32
1324	36
1337	36
1400	36
1316	36
1358	36
1366	36
1315	36
1327	36
1333	36
1343	36
1397	36
1365	36
1332	36
1350	36
1354	36
1371	36
1395	36
1396	36
1310	36
1314	36
1312	36
1541	36
1326	36
1341	36
1322	36
1401	36
1376	36
1545	36
1373	36
1345	36
1348	36
1411	36
1347	36
1319	36
1428	36
1399	36
1533	36
1348	36
1339	36
1401	36
1326	36
697	6
700	6
671	6
1151	6
109	15
123	15
1044	15
133	14
1046	14
136	14
1051	14
1479	31
1460	31
1468	31
1485	31
1489	31
1481	31
1488	31
1329	34
1554	34
1547	34
1559	34
1344	35
1560	35
1311	35
1556	35
1558	35
443	1
442	1
512	1
495	4
486	4
497	4
487	4
503	4
505	4
209	18
310	22
375	25
1334	34
